name,scholar_id,affiliation,interests,citedby,num_publications,coauthors_id
matteo pellegrini,TT_duF0AAAAJ,university of california Los Angeles,"['bioinformatics', 'epigenomics', 'computational biology']",42655,595,"['jnstAuQAAAAJ', '_bACLswAAAAJ', 'DLXzRi8AAAAJ', 'lqu6-UQAAAAJ', 'vuAMQKYAAAAJ', 'EX5uxX4AAAAJ', 'KxmUmKkAAAAJ', 'DPqd73gAAAAJ', 'Tp0b9RsAAAAJ', 'fhDiz9sAAAAJ', 'mEM8q5cAAAAJ', 'siL0DPgAAAAJ', 'bU3P8twAAAAJ', 'fJY0snwAAAAJ', 'YvFGFRsAAAAJ', 'q_esa-UAAAAJ', 'GIGZH8cAAAAJ', '6POqxaYAAAAJ', 'tkPlf0IAAAAJ', 'iWLb5-YAAAAJ', 'gurKt_QAAAAJ', 'Ym1qdWEAAAAJ', 'HTz5XF8AAAAJ', 'HzQ2dVQAAAAJ', 'ZiV5xnQAAAAJ', 'EAeobDEAAAAJ', 'sFmN6RkAAAAJ', 'rttuTo4AAAAJ', 'M0w54T8AAAAJ', 'XoMpU7gAAAAJ', '03rdDCIAAAAJ', 'X8xxO-kAAAAJ', 'YUb-nMsAAAAJ', 'vGfwcAoAAAAJ', 'OOkzlTYAAAAJ', 'U8BwWrwAAAAJ', 'XoKJ7WwAAAAJ', 'IYRZ_tMAAAAJ', 'jbCLgAkAAAAJ', 'H2qTYnwAAAAJ', 'Vs_XxxAAAAAJ', 'gzvZ8jkAAAAJ', 'n8YKOlAAAAAJ', 'DiwltPYAAAAJ', '7ALpXoUAAAAJ', 'iGKJKNQAAAAJ', '6lzDcygAAAAJ', 'm0xUcToAAAAJ', '217PMk0AAAAJ', 'aiMWCUwAAAAJ', '7YAVqFcAAAAJ', 'ol6LIDsAAAAJ', 'DS3Mv_YAAAAJ', 'xW9Si-cAAAAJ', 'Kluwk1AAAAAJ', '2SF6AXQAAAAJ', 'g9gobz0AAAAJ', 'cnMBpgYAAAAJ', 'S9qDVXoAAAAJ', '5hd_tmMAAAAJ', 'm7pBX58AAAAJ', 'yJMHO8wAAAAJ', 'GAO_BdUAAAAJ', 'zTEZdgoAAAAJ', 'Z0b0i5gAAAAJ', 'k9eXil4AAAAJ', 'rs3M7_AAAAAJ', '9NOER54AAAAJ', 'ksZDlPsAAAAJ', '92rTFLkAAAAJ', 'vpaJVKsAAAAJ', 'qG5HWPAAAAAJ', '0IrZEuIAAAAJ', 'lgxm02kAAAAJ', 'LO2b5k4AAAAJ', 'Vm3QdpkAAAAJ', 'EBcYqBAAAAAJ', 'e7v0D7sAAAAJ', 'JiH9SjIAAAAJ', 'rpTySQgAAAAJ', 'b53oo-wAAAAJ', 'nFy4I9EAAAAJ', 'QmYTHFcAAAAJ', '4pss8GcAAAAJ', 'AnvpNMwAAAAJ', 'gqUKKWkAAAAJ', '_3l8nGIAAAAJ', '_xpKh2YAAAAJ', 'vP0TI9IAAAAJ', 'VpMZVHMAAAAJ', 'p-00u_YAAAAJ', 'bDOuTRwAAAAJ', '4myqqPAAAAAJ', 'NPSXsqgAAAAJ', 'pO-r698AAAAJ', '3qMxAQgAAAAJ', 'sUVeH-4AAAAJ', 'hxjf5kQAAAAJ', 'k5oe2LwAAAAJ', '_9TxZ3kAAAAJ', 'ym-NCcoAAAAJ', 's1cRNHIAAAAJ', 'OSxYKeQAAAAJ', 'qaAebdkAAAAJ', 'nq-EK3QAAAAJ', 'To6gBsUAAAAJ', '9PSGC0kAAAAJ', 'D7PS044AAAAJ', 'puQs_pcAAAAJ', 'cgBKv78AAAAJ', 'mx0_IccAAAAJ', 'CS2KY6sAAAAJ', 'mMEOi5oAAAAJ', 'Ra4ikPYAAAAJ', 'Y5ytwWAAAAAJ', '7qoY88sAAAAJ', 'J09a41oAAAAJ', 'jW7rZCcAAAAJ', 'v4hqKg8AAAAJ', '2i21sxYAAAAJ', 'tvTdOhEAAAAJ', 'EnQLoZQAAAAJ', 'hTPZmRcAAAAJ', 'LKvSkqsAAAAJ', 'WuAM4-gAAAAJ', 'mYcjcCsAAAAJ', 'EEWjJB0AAAAJ', '8JPUZQ8AAAAJ', 'AM1smF8AAAAJ', '2RMUMXMAAAAJ', 'JaRkEqYAAAAJ', 'DdQJOXIAAAAJ', 'jGhlI6UAAAAJ', '8oKuQrEAAAAJ', 'juQdhWsAAAAJ', 'e8DARmEAAAAJ', 'EQgDO6omaXkC', '-9WfhCYAAAAJ', 'BmGN-MAAAAAJ', 'NBGrS9gAAAAJ', 'XEztdZgAAAAJ', '32rJmgMAAAAJ', 'MEbNczAAAAAJ', 'bEz0tJcAAAAJ', '_ZQ05bQAAAAJ', 'xAqbrBcAAAAJ', '0CuazAcAAAAJ', 'f1hqIUcAAAAJ', 'uNKG1Z0AAAAJ', 'P3jItD4AAAAJ', 'mcz6T78AAAAJ', 'iw1Rc9gAAAAJ', 'N_L3PkUAAAAJ', 'EihwO5QAAAAJ', 'tXUiWmEAAAAJ', 'GGsQkQ8AAAAJ', '2lrO8j8AAAAJ', '7Q8Zk38AAAAJ', 'hqt6Be4AAAAJ', 'NtLLvQoAAAAJ', 'Q0LNV3cAAAAJ', '0GdjrfYAAAAJ', 'S5nQ4bEAAAAJ', 'swv13CkAAAAJ', 'j8THrbwAAAAJ', 'yHOeLeQAAAAJ', '8UrWnLwAAAAJ', 'DDdNHzsAAAAJ', 'ymTqomYAAAAJ', 'bYi1Ey0AAAAJ', 'TXkBhasAAAAJ', 'SB-jltkAAAAJ', 'DulgStkAAAAJ', 'nvhPakYAAAAJ', '2sbEKQcAAAAJ', 'IKyEB44AAAAJ', 'C4TNJMcAAAAJ', '1BZ2sa0AAAAJ', 'TvaCojcAAAAJ', 'zGifBvwAAAAJ', 'S6gmT2oAAAAJ', 'D42YLEkAAAAJ', '73kyBr0AAAAJ', '2C9vBLQAAAAJ', '4WZCzesAAAAJ', 'OnehitEAAAAJ', 'zrNllN0AAAAJ', '1PVyr-cAAAAJ', 'buj_5ywAAAAJ', 'IfbWJU8AAAAJ', 'HSbihMcAAAAJ', 's_xpMoEAAAAJ', 'elSl97kAAAAJ', 'CD_WzRAAAAAJ', 'uqKkZiQAAAAJ', 'dK2ZuDcAAAAJ', 'wbwpgAUAAAAJ', 'bTdL7ikAAAAJ', 'ERdOa0EAAAAJ', 'ZQ73k5oAAAAJ', 'FN8j0n0AAAAJ', 'TF8WdBMAAAAJ', 'cCki2rgAAAAJ', 'ucfFfTAAAAAJ', 'YIOUOlIAAAAJ', '3wJ7hBwAAAAJ', '3KEgfBMAAAAJ', 'sKREzn4AAAAJ', 'p2QOV-oAAAAJ', 'DJBj7pgAAAAJ', 'vY03mogAAAAJ', 'pQcBYvQAAAAJ', 'pHhVy4gAAAAJ', 'xcCqTAcAAAAJ', 'u-7YVW8AAAAJ', '_CieASYAAAAJ', 'z_zWGB0AAAAJ', '7Ze8bCkAAAAJ', 'HPIhSpMAAAAJ', 'EDtezbUAAAAJ', 'bhxG3YsAAAAJ', 'TwWS_k8AAAAJ', 'r0k4QmEAAAAJ', 'UaBn1J4AAAAJ', 'Kqg0oxMAAAAJ', 'cj6SiXEAAAAJ', 'uS0ybdoAAAAJ', '3xzIMwQAAAAJ', 'Z_a0RWsAAAAJ', '7fo7fx8AAAAJ', 'p46Ssg0AAAAJ', 'QCmoCYEAAAAJ', 'qg2vr4AAAAAJ', 'SHQQeWsAAAAJ', 'gRVQjskAAAAJ', '-7DZAIsAAAAJ', 'ZRX0uw0AAAAJ', 'BGVEdMUAAAAJ', 'B19w0l4AAAAJ', '8pNXrV0AAAAJ', 'yjgi-oYAAAAJ', 'GyZO6c8AAAAJ', 'jhPhgf4AAAAJ', '9GO1dtAAAAAJ', '8jELMiEAAAAJ', 'cVJ_gScAAAAJ', 'Wq9hH50AAAAJ', 'MSX9vf4AAAAJ', 'WUcG7YoAAAAJ', '8E4Ot2QAAAAJ', '5CKee1MAAAAJ', '2GJT6KsAAAAJ', 'FfgIwcQAAAAJ', 'QHUk6wgAAAAJ', 'vZW0MusAAAAJ', 'oVTT8u0AAAAJ', 'pukb2HEAAAAJ', 'w0YAkaMAAAAJ', 'IyfgHM4AAAAJ', 'z2H4N0MAAAAJ', 'TUpjkQQAAAAJ', 'Izu86zoAAAAJ', 'SrTLUzYAAAAJ', 'bsvDx20AAAAJ', 'OpMV-qMAAAAJ', 'NBwHa-wAAAAJ', 'TyAgpAkAAAAJ', 'ewmCqm4AAAAJ', 'y8OlMoAAAAAJ', 'q4q46NYAAAAJ', 'GZbguukAAAAJ', 'S0_RlI4AAAAJ', 'gnvweT0AAAAJ', 'cOlaZ0cAAAAJ', 'HnCFis8AAAAJ', 'wA4o4nsAAAAJ', 'CkaVky4AAAAJ', 'QTj1zmsAAAAJ', '9mx-QRgAAAAJ', 'ZsA3NvYAAAAJ', 'M-Z3bHkAAAAJ', 'hZNLqKEAAAAJ', 'HXO-pqAAAAAJ', 'oxNcp24AAAAJ', 'EdRhtt0AAAAJ', 'sxkqnL0AAAAJ', 'K8vJkTcAAAAJ', '1Kwuq0EAAAAJ', 'JibTPF4AAAAJ', 'th--KvkAAAAJ', '8VQMHYEAAAAJ', 'YF52uKsAAAAJ', 'geLhbO8AAAAJ', 'zwZ8k9gAAAAJ', '3GZxN34AAAAJ', 'ryXQyloAAAAJ', 'ZlZMG24AAAAJ', 'NFxg9gUAAAAJ', 'AjxoEpIAAAAJ', 'cRS7XTIAAAAJ', 'fDecRSwAAAAJ', 'YorpORcAAAAJ', '6_yFVD0AAAAJ', '_Lg8M-YAAAAJ', '-85LsXsAAAAJ', '_zP4ZdEAAAAJ', 'wH5ptyoAAAAJ', '5BWBpwcAAAAJ', 'c5PE_Y4AAAAJ', 'wyikpKUAAAAJ', 'QsE2Os0AAAAJ', 'YgsQI1AAAAAJ', 'HbY4N40AAAAJ', 'VYgwsI8AAAAJ', 'IjbhBJsAAAAJ', 'N2oZhCUAAAAJ', 'E_WXMksAAAAJ', 'O8LlEEoAAAAJ', 'mLYbRcQAAAAJ', '-lqqCj4AAAAJ', 'ltnDOKsAAAAJ', 'sQHEOT0AAAAJ', 'IHNgJy4AAAAJ', 'cIBDhtcAAAAJ', 'Y8ELTlUAAAAJ', 'Kh1qJOgAAAAJ', 'QlJsKv0AAAAJ', 'VHE8JgcAAAAJ', 'dX2huCYAAAAJ', 'rPsjQbIAAAAJ', 'zrHwNZQAAAAJ', 'zMIghP0AAAAJ', 'uUbYqUAAAAAJ', 'VBXG4CwAAAAJ', 'udglzK0AAAAJ', 'xR6rZQoAAAAJ', 'yTTJKNQAAAAJ']"
Aarron Willingham,Nq85ircAAAAJ,"Executive Director, Merck Research Laboratories","['cell-based assays', 'immune oncology', 'in vitro pharmacology', 'genomics']",9279,44,"['uKGAVZwAAAAJ', 'OPBEW2QAAAAJ', 'u88Zv9kAAAAJ', 'GseT2dUAAAAJ', 'AkWWxxgAAAAJ', 'aH9tcWoAAAAJ']"
Julian Schroeder,MOaFLkMAAAAJ,"Professor of Biological Sciences, University of California San Diego","['Plant Biology', 'Abiotic Stress', 'Channels', 'Ion Channels']",70477,439,"['O2wsXrMAAAAJ', 'fljUQhYAAAAJ', 'XZmuRBAAAAAJ', '2gTvi8oAAAAJ', 'UCKMEToAAAAJ', 'q5XORckAAAAJ', 'uj4kLAMAAAAJ', 'PV0tvB8AAAAJ', '8W9aG8MAAAAJ', 'CXp558EAAAAJ', 'uBsKlrYAAAAJ', 'oIysCoQAAAAJ', 'PBgbr4IAAAAJ', 'SQ4LTwMAAAAJ', '12lirp4AAAAJ', 'rRJKHxMAAAAJ', 'H5OubJMAAAAJ', '66U8NasAAAAJ', 'ovDHVWUAAAAJ', 'w8BKgqwAAAAJ', 'hwRv_scAAAAJ', 'fwXQjW8AAAAJ', 'O0KuRBQAAAAJ', 'EeEtku8AAAAJ', 'LpcnkUcAAAAJ', '217PMk0AAAAJ', 'De66_0oAAAAJ', 'JoFVg7cAAAAJ', 'RqWsiJUAAAAJ', '0hxRPz0AAAAJ', 'j7T_ElkAAAAJ', 'zlVccUQAAAAJ', 'EAeobDEAAAAJ', 'nI7OP48AAAAJ', 'gjlJ8SsAAAAJ', 'lmwM9SoAAAAJ']"
Maria Albani,uHTSF4kAAAAJ,The University of Cologne,"['Plant Developlment', 'EvoDevo', 'perennials']",2784,27,[]
Katharina E Hayer,GwBABAkAAAAJ,"Bioinformatics Scientist III, DBHi, Children's Hospital of Philadelphia","['Bioinformatics', 'Genetics', 'Cancer', 'Immunology', 'High-Throughput Sequencing']",2108,67,"['tnl3458AAAAJ', 'GseT2dUAAAAJ', 'U5G4TJAAAAAJ', 'AEW_zb4AAAAJ', 'khHtvg8AAAAJ', 'VXP8W38AAAAJ', 'juvAJecAAAAJ', 'k0UB-o4AAAAJ', '42OPmz0AAAAJ', 'zHbo8mkAAAAJ', 'Z8ZpIuwAAAAJ', 'h07az9EAAAAJ', 'x_t09x4AAAAJ', 'KC07ZZMAAAAJ', 'hSVdrbwAAAAJ', '8gQmd7oAAAAJ', '2o34KzkAAAAJ', 'dYHVHJUAAAAJ', '5rjUPC0AAAAJ', 'zqk0z1AAAAAJ', 'dx9h4CwAAAAJ', 'IivwRFAAAAAJ', 'SgYapa4AAAAJ', 'SHzZgBoAAAAJ', 'u6GisbUAAAAJ', 'yDhBa9gAAAAJ', 'fBdb2B8AAAAJ', 'hs43PpcAAAAJ', 'nFW-2Q8AAAAJ', '-_G3_KgAAAAJ', 'mMEOi5oAAAAJ', 'mv2YCnYAAAAJ']"
Karl Kornacker,1hw5bX4AAAAJ,"Emeritus Professor of Sensory Biophysics, The Ohio State University",['Genomic data analysis'],4323,41,[]
Carla E. Di Bella,_SpmDWYAAAAJ,"CONICET-IFEVA, School of Agriculture, University of Buenos Aires","['Forage species', 'grassland', 'flooding', 'salinity']",252,27,"['1Fw51_4AAAAJ', 'eRg7XakAAAAJ', '0-39Ft4AAAAJ', 'b-CJ_8sAAAAJ', 'N2cIvSEAAAAJ', 'TYCL0_EAAAAJ', 'gj5tcwUAAAAJ', '8AfUkhkAAAAJ', 'Udc9AJwAAAAJ', 'udGdCqUAAAAJ', 'hwA5I8sAAAAJ', 'R3yumOIAAAAJ']"
C. Mariano Cossani,gHmRRlMAAAAJ,South Australian Research and Development Institute,"['Crop physiology', 'Abiotic stress', 'Cropping systems', 'Climate change adaptation', 'Food security']",1400,55,"['S4Mvh1QAAAAJ', 'Dn1ofkEAAAAJ', 'DVuZR_cAAAAJ', 'x45ysVcAAAAJ', '74BsT_QAAAAJ', 'LXHcp1gAAAAJ', 'ELMmVgwAAAAJ', '0Pz1lZwAAAAJ', 'KSAG8OUAAAAJ', 'la3p2-oAAAAJ', 'MsMBKCUAAAAJ', 'OXgMnAYAAAAJ', 'aUXx0mMAAAAJ', 'qUO7GYIAAAAJ', 'S8I_1JoAAAAJ', '8b_kldUAAAAJ', 'wYHyvv0AAAAJ', '5Bqcm9MAAAAJ', 'sLx_q4QAAAAJ', 'nI3fKA4AAAAJ', 'LAORuXYAAAAJ', 'eDpToKcAAAAJ', 'EjKV57oAAAAJ']"
Kruk Betina Claudia,90qbU6sAAAAJ,Universidad de Buenos Aires,[],1488,72,['imXhnxMAAAAJ']
Catarina C. Monteiro,Ab2Od4MAAAAJ,"Instituto de Tecnologia Química e Biológica António Xavier, Universidade Nova de Lisboa","['Plant Sciences', 'Molecular Biology']",57,2,[]
Claudio Dorso,jqt0BWgAAAAJ,"professor, University of Buenos Aires","['nuclear physics', 'statistical thermodynamics', 'computational  physics', 'complex networks']",3808,234,"['-aIPBDAAAAAJ', 'O19Ub0MAAAAJ', 'J58hVoEAAAAJ', '2ULGtf8AAAAJ', 'JOeDlUkAAAAJ', 'Xf5on3EAAAAJ', '-K3qLfwAAAAJ']"
Lars Hennig,QkktlvsAAAAJ,"Professor in Genetics, Swedish Agricultural University, Uppsala",[],15223,152,"['ZEnD-3gAAAAJ', '3r-fWJwAAAAJ', 'nHy9aUsAAAAJ', 'kCALWJkAAAAJ', 'OaAKHewAAAAJ', 'DiawYOwAAAAJ', 'M5xNH_gAAAAJ', 'Wb-2uSMAAAAJ', 'ScOWl-sAAAAJ', 'aq2vRkIAAAAJ', 'tBs2BVMAAAAJ', '2sO877UAAAAJ', '_9ukgP4AAAAJ', '4GFRo7gAAAAJ', '5mK2348AAAAJ', '-6SOuawAAAAJ', 'sRHVOI0AAAAJ', 'UwMzs7EAAAAJ', 'NIuCqVoAAAAJ', 'VgzYS6IAAAAJ', 'uc_zw9oAAAAJ']"
José R. Dinneny,KAwonZ0AAAAJ,"Stanford University, Department of Biology","['Plant-environment interactions', 'plant biology', 'root development', 'systems biology', 'plant physiology']",9190,103,"['fLqkl3oAAAAJ', 'VgzYS6IAAAAJ', 'lQmvO3cAAAAJ', '8yMey50AAAAJ', 'JsBPOe4AAAAJ', 'hdSIEUAAAAAJ', 'gy8nqq4AAAAJ', 'XHIe6wsAAAAJ', '8CRLlesAAAAJ', 'LKBkoRcAAAAJ', 'BP-o6_kAAAAJ', '-GRbDyMAAAAJ', 'njs0mdUAAAAJ', 'uiXS6BsAAAAJ', '8ablIzIAAAAJ', 'M68cB1AAAAAJ', 'hw8TNV0AAAAJ', 'bgcMDRMAAAAJ', 'Lc8HJ6EAAAAJ', 'Oc6lqIwAAAAJ', 'H2qTYnwAAAAJ', 'EeEtku8AAAAJ', 'VuByJeAAAAAJ', 'EBcYqBAAAAAJ', 'KfHIaIAAAAAJ', 'TSIZsX8AAAAJ', 'RVFQ6rQAAAAJ', 'ye9Spv4AAAAJ', 'uTC5UGUAAAAJ']"
Oscar A. RUIZ,dHNtC98AAAAJ,INTECH (UNSAM-CONICET),['Lotus.Fisiologìa Vegetal. Estrés abiótico y biótico en vegetales.'],4921,163,[]
Jeff Dangl,IeBc5OsAAAAJ,Professor--HHMI and Dept of Biology; UNC-Chapel Hill,"['Plant Biology', 'Plant-Microbe Interactions']",98169,271,[]
Guillermo Lanuza,mPCEFOsAAAAJ,Instituto Leloir,"['Development', 'Neuroscience']",2784,28,[]
Xiaoyu  Weng (翁小煜),ZWsaXyUAAAAJ,"University of Texas at Austin, Department of Integrative Biology",[],2805,26,"['CD6IAXYAAAAJ', 'wGhsvDoAAAAJ', 'EM0Nuc4AAAAJ', 'UoIYChMAAAAJ', 'JF8Y1nMAAAAJ', 'v4hqKg8AAAAJ', '52Jb_t4AAAAJ', 'yp5xdBEAAAAJ', 'I5zjYOUAAAAJ', '6hb_9Q8AAAAJ', 'jDrJ2YYAAAAJ', 'mP-E_FsAAAAJ', 'b0cB0QwAAAAJ', 'HsBz7w8AAAAJ', 'o0misogAAAAJ', 'kBXx6E8AAAAJ']"
Steven B. Haase,A7Kis4kAAAAJ,"Professor of Biology, Professor of Medicine, Duke University","['Cell Cycle', 'Genetics', 'Systems Biology', 'Infectious Disease']",2980,80,"['3Lfraf8AAAAJ', 'gy8nqq4AAAAJ', 'OsD5z14AAAAJ', 'HLRZ3oAAAAAJ', '4EmwOtQAAAAJ', '_8Zg3RQAAAAJ', 'f_afgP4AAAAJ', 'wQr9cJEAAAAJ', 'w-NpfDIAAAAJ', 'tiljYq0AAAAJ', 'GseT2dUAAAAJ', 'LC-TQNEAAAAJ', 'c2q5uAYAAAAJ', '7G0RuKcAAAAJ', 'wsT_NPQAAAAJ', 'XSTHhuQAAAAJ', 'cVrsaoMAAAAJ', 'vaB5RpYAAAAJ', 'kpIUtRYAAAAJ', '32pRl-YAAAAJ', 'AzvSnOIAAAAJ', 'ZA2wCK0AAAAJ', 'GnDVXWcAAAAJ', 'jEcrhzUAAAAJ', '-6qF5JYAAAAJ', 'qPvBFbsAAAAJ', 'pfft6MMAAAAJ']"
Veronique Hugouvieux,66U8NasAAAAJ,"Plant biologist, CEA Grenoble",[],5308,47,[]
Gaylon Morgan,ZfQ2A74AAAAJ,Texas A&M AgriLife Extension Service,"['Agronomy', 'Cotton']",1573,136,[]
Catherine Picon Cochard,4l7mi8wAAAAJ,INRAE;  Directrice de recherche,"['Plant functional ecology', 'grassland', 'root ecology', 'climate change']",4270,188,"['rcD7U_EAAAAJ', '62JqlOwAAAAJ', 'Pg6WnXcAAAAJ', 'AzUkZTIAAAAJ', 'Lb_OSsMAAAAJ', '2bDB_7AAAAAJ', 'APkoLeEAAAAJ', 'C_e8OEkAAAAJ', 'BHkBDtEAAAAJ', 'zvaEHmYAAAAJ', 'tB7vkh8AAAAJ', 'YF5QZuQAAAAJ', 'k2N1t_EAAAAJ', 'aYfTvowAAAAJ', 'lqOKE9kAAAAJ', 'K-tU_qUAAAAJ', 'vy1Vk4gAAAAJ', 'O_rOJO4AAAAJ', 'ALWk3jYAAAAJ']"
Eran A. Mukamel,lZxTkUUAAAAJ,"Associate Professor, Cognitive Science, University of California San Diego","['Computational Neuroscience', 'Epigenomics']",9733,94,"['217PMk0AAAAJ', 'ySvB67YAAAAJ', 'eCyWVPUAAAAJ', 'UER-mbQAAAAJ', 'm1qAiOUAAAAJ', 'bqOn0-sAAAAJ', 'RrfsCHkAAAAJ', 'ZxwExtQAAAAJ', 'PBf8gfIAAAAJ', 'HHtq-H8AAAAJ', 'fJTxG5YAAAAJ', 'uqzrF9wAAAAJ', 'eFnTvrYAAAAJ', 'XU7ZT5kAAAAJ', '5xDGNm4AAAAJ', 'tRsBTUkAAAAJ', 'jy8NxFYAAAAJ', '6ztRZ80AAAAJ', '27FYCbIAAAAJ', 'rGUFLI8AAAAJ', 'q5zEiuUAAAAJ', 'mLhJHl8AAAAJ', '6Un2ZM8AAAAJ', 'Kx2mzgIAAAAJ', 'CcOf8ycAAAAJ', 'PI5RSVUAAAAJ', 'ryXQyloAAAAJ', 'tGTJ82AAAAAJ', 'CXo7xnoAAAAJ', 'jEPUJ7oAAAAJ', 'Hw_IUvUAAAAJ', 'E7kDxi4AAAAJ', '7IwdznQAAAAJ', 'rFf-AooAAAAJ', 'ZFEcxMEAAAAJ', 'GUBdH08AAAAJ', '_9iLdBMAAAAJ', 'Vk504SgAAAAJ', 'V5lmy0IAAAAJ', 'riBJ5BQAAAAJ', 'STMW2OgAAAAJ', 'jEaVfyYAAAAJ', 'qi00ld8AAAAJ', '2mynfp8AAAAJ', 'LEKSZiAAAAAJ', 'YvvpezQAAAAJ']"
Heidi Webber,Y-USbfkAAAAJ,Leibniz Centre for Agricultural Landscape Research (ZALF),"['cropping systems', 'climate risk', 'climate change adaptation']",4031,125,"['MThlD8oAAAAJ', 'qDYAaHgAAAAJ', 'hwxEQuUAAAAJ', 'dRgNe14AAAAJ', 'SDZA0GgAAAAJ', 'ksH7prkAAAAJ', 'FDj5OJMAAAAJ', '7tAqkewAAAAJ', 'qK3NsmYAAAAJ', 'soDXWtIAAAAJ', 'zwHR4LEAAAAJ', 'A3DjCpAAAAAJ', 'fsJzX7IAAAAJ', 'FW4ucLEAAAAJ', 'OK8Z30IAAAAJ']"
Anand Venkataraman,xk4nvvAAAAAJ,ZS Associates,"['Neuroscience', 'Highthroughput biology', 'Assay development', 'Scientific-coordination']",806,24,[]
Taegun Kwon,PC8FtfkAAAAJ,UNT Health Science Center,[],1706,26,"['6Z88TncAAAAJ', 'vHP8ugIAAAAJ', '_2hCbvAAAAAJ']"
Steve Whitham,onuICRMAAAAJ,Iowa State University,"['Plant-virus interactions', 'viral vectors', 'plant-fungus interactions']",11675,179,[]
Volker Bäcker,X5XVi-QAAAAJ,Bioimage Analyst and Software Developer at INSERM,"['Bioimage Analysis', 'Software development']",853,35,"['WrEj9t4AAAAJ', 'dMqaFl8AAAAJ', 'Yw5AAEkAAAAJ', 'RlTbQ4IAAAAJ', 'BhdE7XgAAAAJ', 'VSfVAU8AAAAJ', 'OA9eegYAAAAJ']"
Eduardo M Castaño,_oa4VVsAAAAJ,Fundacion Instituto Leloir,['Alzheimer Amyloid peptides neurodegeneration neurotoxicity genetics'],9921,165,[]
William Rooney,h7Mm9WoAAAAJ,"Professor of Soil and Crop Science, Texas A&M University",['Sorghum Breeding and Genetics'],14233,430,"['oM75NPkAAAAJ', 'o2U40BEAAAAJ', 'z6fIJ9kAAAAJ', 'jZB_8WYAAAAJ', 'kuvAsikAAAAJ', 'B949dDYAAAAJ', '0F4oGdkAAAAJ']"
Joseph Nery,eCyWVPUAAAAJ,Salk Institue for Biological Studies,"['DNA methylation', 'epigenomics', 'epigenetics']",27843,102,"['217PMk0AAAAJ', 'ZxwExtQAAAAJ', 'HHtq-H8AAAAJ', 'bqOn0-sAAAAJ', 'XU7ZT5kAAAAJ', 'XMHmvxIAAAAJ', 'lZxTkUUAAAAJ', 'tRsBTUkAAAAJ', '6AfWQkAAAAAJ', 'mOz04AQAAAAJ', 'B8aiySEAAAAJ', 'm1qAiOUAAAAJ', 'Ti5vXmUAAAAJ', 'eFnTvrYAAAAJ', '10Fx1a4AAAAJ', 'IL8SKD8AAAAJ', 'kxocNBsAAAAJ', '5VSo-eAAAAAJ', 'UCx1pGsAAAAJ', 'XxMvwwMAAAAJ', 'qi00ld8AAAAJ']"
Max Nanao,n3-32jAAAAAJ,ESRF,['Structural Biology'],3979,78,"['zfAWsrUAAAAJ', 'sOWFrVYAAAAJ', 'AnU6rWsAAAAJ', 'YyBgDCQAAAAJ', 'ZMZ-MD0AAAAJ', 'uTwRJlgAAAAJ', 'Qqm7b9MAAAAJ']"
